Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Location_Encoded,Condition_Encoded,Garage_Binary,Predicted_Price
1947,4778,5,1,2,1983,Urban,Fair,No,868718,3,1,0,548828.8959406889
1948,3057,5,3,3,1952,Urban,Poor,Yes,104795,3,3,1,548486.0135697589
1949,1045,2,1,2,1982,Downtown,Excellent,No,420283,0,0,0,560067.0286410971
1950,4335,4,2,2,1999,Downtown,Good,No,784543,0,2,0,545898.892886677
1951,1093,2,1,1,2023,Downtown,Poor,No,153845,0,3,0,533292.0966781132
1952,4304,5,4,3,1939,Suburban,Poor,Yes,362130,2,3,1,539190.4523090774
1953,1959,5,3,1,1944,Urban,Good,Yes,387540,3,2,1,503291.30971047084
1954,3993,3,2,1,1967,Rural,Good,No,891610,1,2,0,516068.54926362797
1955,3101,3,3,1,1908,Suburban,Poor,No,847177,2,3,0,494679.77611248894
1956,2944,1,3,3,2004,Suburban,Excellent,No,828520,2,0,0,560305.6376679763
1957,3172,5,2,1,1921,Suburban,Fair,No,303730,2,1,0,511465.652893898
1958,4700,3,3,1,1917,Rural,Good,Yes,253426,1,2,1,504090.64794237085
1959,516,2,3,1,1975,Urban,Fair,No,916069,3,1,0,505658.42387569725
1960,3691,4,1,2,2005,Downtown,Poor,Yes,972532,0,3,1,558034.2527526713
1961,892,2,3,1,1942,Urban,Fair,No,279333,3,1,0,501797.5386955669
1962,924,4,3,3,1938,Urban,Excellent,Yes,622854,3,0,1,555324.3333374294
1963,1071,3,3,3,1972,Suburban,Poor,Yes,880154,2,3,1,553815.6001057681
1964,4131,1,3,2,1905,Suburban,Excellent,No,923055,2,0,0,525054.447035978
1965,1620,2,2,3,1982,Suburban,Poor,Yes,423218,2,3,1,564529.7909187013
1966,741,2,4,3,1947,Downtown,Excellent,No,649262,0,0,0,550092.9308372774
1967,4397,2,1,2,2010,Downtown,Poor,Yes,526908,0,3,1,558060.5727102644
1968,4595,4,3,1,1906,Downtown,Excellent,Yes,396228,0,0,1,510756.3247658708
1969,2779,3,3,2,1979,Urban,Poor,No,220951,3,3,0,523865.81029706006
1970,1288,2,2,1,1968,Suburban,Excellent,No,467983,2,0,0,519660.54766461626
1971,1214,2,4,1,1915,Rural,Poor,Yes,298595,1,3,1,492564.69957196485
1972,3349,1,3,3,1900,Urban,Excellent,Yes,953785,3,0,1,549714.7371436394
1973,1275,1,2,2,2014,Downtown,Good,No,678705,0,2,0,548365.9909688913
1974,4526,3,1,3,1936,Rural,Fair,No,904531,1,1,0,572171.9901995619
1975,2747,3,1,3,2002,Rural,Poor,No,229729,1,3,0,575136.4839327642
1976,578,5,3,1,1982,Suburban,Excellent,Yes,189570,2,0,1,515832.9146614279
1977,4426,1,3,3,2017,Rural,Good,No,254739,1,2,0,558627.5799747574
1978,1355,5,4,2,1936,Downtown,Poor,No,337251,0,3,0,517642.52340306604
1979,2648,4,4,3,1980,Suburban,Poor,Yes,734153,2,3,1,544311.4779574181
1980,1531,5,3,3,1963,Rural,Poor,No,970200,1,3,0,551613.7153146808
1981,3771,2,2,1,1989,Suburban,Fair,No,890271,2,1,0,518495.2865295435
1982,4076,5,4,2,1985,Rural,Excellent,No,663529,1,0,0,527263.592541497
1983,4682,3,3,3,1961,Urban,Excellent,No,597685,3,0,0,552481.1541159234
1984,3956,4,4,1,1971,Urban,Poor,Yes,581992,3,3,1,492924.08551326545
1985,4006,2,3,3,1960,Downtown,Poor,No,852874,0,3,0,552505.9528736015
1986,907,5,1,2,1932,Urban,Poor,No,769148,3,3,0,539421.103968752
1987,3211,4,3,3,1965,Urban,Good,No,179576,3,2,0,548477.7049245416
1988,3588,4,1,3,1929,Urban,Poor,No,59765,3,3,0,561566.0464940968
1989,2168,2,4,1,2010,Rural,Fair,No,427972,1,1,0,504192.2950774669
1990,647,5,3,3,1919,Rural,Excellent,No,60002,1,0,0,554726.2193424274
1991,4827,4,4,1,1959,Suburban,Fair,Yes,834141,2,1,1,498969.3333895454
1992,4397,4,1,2,1981,Rural,Poor,Yes,847822,1,3,1,552480.6728066327
1993,2450,1,3,3,2006,Urban,Good,Yes,225508,3,2,1,556845.7426049941
1994,865,4,4,2,2020,Rural,Poor,No,308446,1,3,0,524578.5697041672
1995,2174,1,1,2,1973,Downtown,Poor,No,527698,0,3,0,550758.9091211484
1996,4994,5,4,3,1923,Suburban,Poor,No,295620,2,3,0,533266.9777488699
1997,3046,5,2,1,2019,Suburban,Poor,Yes,580929,2,3,1,521255.05855391396
1998,1062,5,1,2,1903,Rural,Poor,No,476925,1,3,0,541254.4838591234
1999,4062,3,1,2,1936,Urban,Excellent,Yes,161119,3,0,1,549977.9884098371
2000,2989,5,1,3,1903,Suburban,Fair,No,482525,2,1,0,566732.3087632078
